id,em portugues,en español
9219,Número de negros empregados no governo do município.  ÷ Total de funcionários do município  × 100,Número de negros empleados en el gobierno del municipio.  ÷ Total de empleados del municipio  × 100
9221,Porcentagem de negros com pré - natal insuficente   ÷  Porcentagem de não negros com pré-natal insuficiente,Porcentaje de negros con prenatal insuficiente   ÷  Porcentaje de no negros con prenatal insuficiente
9223,Número de domicílios com acesso a internet banda larga  ÷ Número de domicílios do município  × 100,Número de domicilios con acceso a Internet de banda ancha  ÷ Número de domicilios del municipio  × 100
9225,Número total de telecentros na região  × 100  ÷  Número total de  telecentros da cidade,Número total de telecentros en la región  × 100  ÷  Número total de telecentros de la ciudad
9227,"Número total de internações de crianças residentes, de até 14 anos por causas relacionadas a possíveis agressões  ÷ População na faixa etária de 0 a 14 anos  × 10000","Número total de internaciones de niños residentes, de hasta 14 años por causas relacionadas a posibles agresiones  ÷ Población de 0 a 14 años  × 10000"
9229,Número total de nascidos vivos cujas mães tinham 19 anos ou menos.  ÷ Número total de nascidos vivos no município  × 100,Número total de nacidos vivos cuyas madres tenían 19 años o menos.  ÷ Número total de nacidos vivos en el  municipio  × 100
9231,Número total de atos infracionais praticados por pessoas na faixa etária de 15 a 18 anos  ÷ Número total de atos infracionais ocorridos no município  × 100,Número total de actos de infracción practicados por personas de 15 a 18 años  ÷ Número total de actos de infracción ocurridos en el municipio × 100
9233,Número de aprendizes contratados  ÷ Total de vagas estipuladas pela lei para aprendizes  × 100,Número de aprendices contratados  ÷ Total de vacantes estipuladas por la ley para aprendices × 100
9235,Número total de mortes por homicídio de jovens homens com idade de 15 a 29 anos  ÷ População masculina na faixa etária de 15 a 29 anos  × 10000,Número total de muertes por homicidio de jóvenes hombres con edades de 15 a 29 años  ÷ Población masculina de 15 a 29 años × 10000
9237,Número total de domicílios da região urbana que são atendidos pelo abastecimento público de água potável  ÷ Total de domicílios da região urbana do município  × 100,Número total de domicilios de la región urbana que son atendidos por el abastecimiento público de agua potable ÷ Total de domicilios de la región urbana del municipio  × 100
9239,"Número total, em quilômetros quadrados  ( km² ) , de área desmatada  ÷ Área total do município em quilômetros quadrados (km²)  × 100","Número total, en kilómetros cuadrados  (km²) , de área deforestada  ÷ Área total del municipio en kilómetros cuadrados (km²)  × 100"
9241,"Número total, em m², de áreas verdes no município   ÷ População total","Número total, en m², de áreas verdes en el municipio  ÷ Población total"
9243,Número total de metros quadrados de áreas verdes públicas   ÷ Área total do município em quilômetros quadrados  ( km² )   × 100,Número total de metros cuadrados de áreas verdes públicas  ÷ Área total del municipio en kilómetros cuadrados  (km²)  × 100
9245,Número de domicílios com coleta seletiva de lixo  ÷ Número de domicílios do município  × 100,Número de domicilios con recolección selectiva de basura ÷ Número de domicilios del municipio  × 100
9247,Número de catadores incluídos no sistema de coleta seletiva  ÷ Número total de catadores  × 100,Número de recolectores incluidos en el sistema de recolección selectiva  ÷ Número total de recolectores  × 100
9249,Total de Compras Públicas Sustentáveis em reais  ÷ Total das compras efetuadas pelo Município em reais  × 100,Total de Compras Públicas Sustentables en reales  ÷ Total de las  compras efectuadas por el Municipio en reales × 100
9251,Média anual diária de concentrações de NO2,Media anual diaria de concentraciones de NO2
9253,"Número total, em kwh, produzido por fonte renovável  ÷ Total de energia produzida pelo município.  × 100","Número total, en kwh, producido por fuente renovable ÷ Total de energía producida por el municipio.  × 100"
9255,"Consumo total de água  ( residencial, comercial, público, industrial e misto )  em m³ no ano  ÷ População total /12","Consumo total de agua (residencial, comercial, público, industrial y mixto ) en m³ en el año ÷ Población total /12"
9257,"Número total de energia, em kwh, consumida pelo município  ÷ População total /12","Número total de energía, en kwh, consumida por el municipio  ÷ Población total /12"
9259,Quantidade de edifícios novos e reformados que têm avaliação em termos de critérios de sustentabilidade  ÷ Número total de edifícios novos e projetos de reforma  × 100,Cantidad de edificios nuevos y reformados que tienen evaluación en términos de criterios de sustentabilidad  ÷ Número total de edificios nuevos y proyectos de reforma  × 100
9261,"Número total de energia, em kwh, consumida pelo município  ÷ Produto Interno Bruto  ( PIB )","Número total de energía, en kwh, consumida por el municipio  ÷ Producto Interno Bruto (PIB)"
9263,"Número total, em m³, de esgoto sem tratamento  ÷ Total gerado de esgoto, em m³  × 100","Número total, en m³, de desagües sin tratamiento  ÷ Total generado de desagües, en m³ × 100"
9265,"Número total, em m³, de água perdida  ÷ Total de água tratada do município  × 100","Número total, en m³, de agua perdida  ÷ Total de agua tratada del municipio  × 100"
9267,"Total de resíduos urbano, em quilos, gerado pelo município  ÷ População total","Total de residuos urbanos, en kilos, generado por el municipio  ÷ Población total"
9269,"Total de quilos reciclados de resíduo urbano  ÷ Total de resíduos urbano, em quilos, gerado pelo município  × 100","Total de kilos reciclados de residuo urbano  ÷ Total de residuo urbano, en kilos, generado por el municipio  × 100"
9271,"Número total, em quilos, de resíduo urbano depositado em aterros sanitários  ÷ Total de resíduos urbano gerado pelo município  × 100","Número total, en kilos, de residuo urbano depositado en terraplenes sanitarios  ÷ Total de residuo urbano generado por el municipio  × 100"
9273,Total de emissões transformadas em CO2 equivalente  ÷ População total,Total de emisiones transformadas en CO2 equivalente  ÷ Población total
9275,Valor do orçamento atualizado   ÷  Valor do orçamento orçado,Valor del presupuesto actualizado   ÷  Valor del presupuesto presupuestado
9277,Valor do orçamento atualizado   ÷  Valor do orçamento orçado na secretaria,Valor del presupuesto actualizado   ÷  Valor del presupuesto presupuestado en la secretaría
9279,Valor do orçamento atualizado na subprefeitura   ÷  Valor do orçamento orçado na subprefeitura,Valor del presupuesto actualizado en la sub alcaldía   ÷  Valor del presupuesto presupuestado en la sub alcaldía
9281,Valor da dívida consolidada líquida   ÷  População total,Valor de la deuda consolidada neta   ÷  Población total
9283,Total dos investimentos no município  ÷  População total,Total de las inversiones en el municipio  ÷  Población total
9285,Valor do orçamento liquidado do município  ÷  Valor atualizado do município,Valor del presupuesto liquidado del municipio  ÷  Valor actualizado del municipio
9287,Valor do orçamento atualizado   ÷  População total,Valor del presupuesto actualizado   ÷  Población total
9289,Valor do orçamento orçado   ÷  População total,Valor del presupuesto presupuestado   ÷  Población total
9291,"Valor total do orçamento, em reais, destinado a transporte público  ÷ Valor total do orçamento da área de transporte do município  × 100","Valor total del presupuesto, en reales, destinado al transporte público  ÷ Valor total del presupuesto del área de transporte del municipio  × 100"
9293,Valor do orçamento liquidado   ÷  Valor do orçamento atualizado,Valor del presupuesto liquidado   ÷  Valor del presupuesto actualizado
9297,Valor do orçamento liquidado   ÷  Valor do orçamento previsto,Valor del presupuesto liquidado   ÷  Valor del presupuesto previsto
9299,Valor do orçamento liquidado   ÷  População total,Valor del presupuesto liquidado   ÷  Población total
9301,Número total de crianças com baixo peso ao nascer  ÷ Número total de nascidos vivos no município  × 100,Número total de niños con bajo peso al nacer  ÷ Número total de nacidos vivos en el  municipio  × 100
9303,Número total de internações na rede pública por curetagem pós aborto em mulheres de 15 a 29 anos  ÷ População feminina na faixa etária de 15 a 29 anos  × 1000,Número total de internaciones en la red pública por raspado post aborto en mujeres de 15 a 29 años  ÷ Población femenina de 15 a 29 años  × 1000
9305,Número total de crianças menores de 5 anos desnutridas  ÷ População de menores de 5 anos  × 100,Número total de niños menores de 5 años desnutridos  ÷ Población de menores de 5 años  × 100
9307,Número total de pessoas infectadas por doenças hídricas  ÷ População total  × 10000,Número total de personas infectadas por enfermedades hídricas  ÷ Población total  × 10000
9309,Número de internações na rede pública por infecção respiratória aguda em crianças de 0 a 4 anos  ÷ População na faixa etária de 0 a 4 anos  × 1000,Número de internaciones en la red pública por infección respiratoria aguda en niños de 0 a 4 años  ÷ Población de 0 a 4 años  × 1000
9311,Número total de leitos hospitalares  ÷ População total  × 1000,Número total de lechos hospitalarios ÷ Población total  × 1000
9313,Número total de óbitos com menos de um ano de idade  ÷ Número total de nascidos vivos no município  × 1000,Número total de óbitos con menos de un año de edad  ÷ Número total de nacidos vivos en el  municipio  × 1000
9315,Número total de óbitos por causas maternas  ÷ Número total de nascidos vivos no município  × 10000,Número total de óbitos por causas maternas  ÷ Número total de nacidos vivos en el municipio  × 10000
9317,Número total de óbitos por causas externas   ÷  População total   × 100000,Número total de óbitos por causas externas  ÷  Población total   × 100000
9319,Número total de óbitos por causas mal definidas   × 100  ÷  Número total de óbitos,Número total de óbitos por causas mal definidas  × 100  ÷  Número total de óbitos
9321,Número total de óbitos por doenças do aparelho circulatório  ÷ População total  × 10000,Número total de óbitos por enfermedades del aparato circulatorio  ÷ Población total  × 10000
9323,Número total de óbitos por doenças do aparelho respiratório  ÷ População total  × 10000,Número total de óbitos por enfermedades del aparato respiratorio  ÷ Población total  × 10000
9325,Número de óbitos por neoplasias   ÷  População total   × 100000,Número de óbitos por neoplasias  ÷  Población total   × 100000
9327,Número total de pessoas infectadas com dengue  ÷ População total  × 10000,Número total de personas infectadas por dengue  ÷ Población total  × 10000
9329,Número total de nascidos vivos cujas mães fizeram menos de 7 consultas pré - natal.  ÷ Número total de nascidos vivos no município  × 100,Número total de nacidos vivos cuyas madres hicieron menos de 7 consultas prenatales ÷ Número total de nacidos vivos en el municipio  × 100
9331,Número total de profissionais de saúde em atividade  ÷  População total   × 1000,Número total de profesionales de la salud en actividad  ÷  Población total   × 1000
9333,Valor do orçamento liquidado correspondente ao gasto público com saúde  × 100  ÷  Valor do orçamento liquidado do município,Valor del presupuesto liquidado correspondiente al gasto público con salud  × 100  ÷  Valor del presupuesto liquidado del municipio
9335,Número total de unidades básicas de atendimento em saúde no município  ÷ População total  × 10000,Número total de unidades básicas de atención a la salud en el municipio  ÷ Población total  × 10000
9337,População com 10 anos ou mais de idade na faixa salarial ÷ População com 10 anos ou mais  × 100,Población de 10 años o más de edad en el intervalo salarial ÷ Población de 10 años o más  × 100
9339,Número total de empregos da região  × 100 ÷  Número total de empregos da cidade,Número total de empleos de la región  × 100 ÷  Número total de empleos de la ciudad
9341,Número total de indivíduos residentes com renda per capita até meio salário mínimo  ÷ População com 10 anos ou mais  × 100,Número total de individuos residentes con renta per cápita de hasta medio salario mínimo  ÷ Población de 10 años o más  × 100
9343,Número total de indivíduos residentes com renda per capita até um quarto de salário mínimo  ÷ População com 10 anos ou mais  × 100,Número total de individuos residentes con renta per cápita de hasta un cuarto de salario mínimo  ÷ Población de 10 años o más  × 100
9345,Número total de famílias que recebem recursos dos programas de transferência de renda  ÷ Número total de famílias que solicitam recursos dos programas de transferência de renda existentes   × 100,Número total de familias que reciben recursos de los programas de transferencia de renta  ÷ Número total de familias que solicitan recursos de los programas de transferencia de renta existentes × 100
9347,Quantidade de secretarias do governo que contam com conselhos municipais  ÷ Total de secretarias do governo  × 100,Cantidad de secretarías del gobierno que cuentan con consejos municipales  ÷ Total de secretarías del gobierno  × 100
9349,Listar os espaços de participação deliberativos que existem na cidade Qual é a periodicidade dos encontros? Qual o número de participantes? Com quanto tempo de antecedência são convocadas as reuniões? Quais veículos de comunicação são utilizados para fazer a convocatória?,Listar los espacios de participación deliberativos que existen en la ciudad. ¿Cuál es la  periodicidad de los encuentros? ¿Cuál es el número de participantes? ¿Con cuánto tiempo de antelación son convocadas las reuniones? ¿Qué medios de comunicación se utilizan para hacer la convocatoria?
9351,"Valor total do orçamento, em reais, decidido de forma participativa  ÷ Total orçado no município  × 100","Valor total del presupuesto, en reales, decidido de forma participativa  ÷ Total presupuestado en el municipio × 100"
9772,Quilometro,Kilómetro
9353,Número total de pessoas com deficiência empregadas no governo  ÷ Total de funcionários do município  × 100,Número total de personas con deficiencias empleadas en el gobierno  ÷ Total de empleados del municipio  × 100
9355,Gastos públicos em cada área administrativa do município ÷ Total de gastos públicos em todas as áreas administrativas do município × 100,Gastos públicos en cada área administrativa del municipio ÷ Total de gastos públicos en todas las áreas administrativas del municipio × 100
9357,Número total de acidentes com vítimas com automóvel   ÷ População total  × 100000,Número total de accidentes con víctimas con automóvil  ÷ Población total  × 100000
9359,Número total de acidentes com vítimas com bicicleta   ÷ População total  × 100000,Número total de accidentes con víctimas con bicicleta   ÷ Población total  × 100000
9361,Número total de acidentes com vítimas com motocicleta   ÷  População total  × 100000,Número total de accidentes con víctimas con motocicleta   ÷  Población total  × 100000
9363,Número total de acidentes de trânsito no município  ÷ População total  × 10000,Número total de accidentes de tránsito en el municipio  ÷ Población total  × 10000
9365,Número total de atropelamentos  ÷ População total  × 10000,Número total de atropellamientos ÷ Población total  × 10000
9367,Número de mortes por tipo de transporte ÷ Número total de mortes × 100,Número de muertes por tipo de transporte ÷ Número total de muertes × 100
9369,Total de mortes de ocupantes de automóveis e caminhonetes  ÷ População total  × 10000,Total de muertes de ocupantes de automóviles y camionetas  ÷ Población total  × 10000
9371,Total de mortes com bicicleta no município  ÷ População total  × 10000,Total de muertes con bicicleta en el municipio  ÷ Población total  × 10000
9373,Total de mortes de ocupantes de motocicleta  ÷ População total  × 10000,Total de muertes de ocupantes de motocicleta  ÷ Población total  × 10000
9375,Número de mortes em acidentes de trânsito  ÷ População total  × 10000,Número de muertes en accidentes de tránsito  ÷ Población total  × 10000
9377,Total de mortes por atropelamentos no município  ÷ População total  × 10000,Total de muertes por atropellamientos en el  municipio  ÷ Población total  × 10000
9379,Número de quilômetros de ciclovias permanentes  ÷ Extensão total de quilômetros de vias  × 100,Número de kilómetros de ciclovías permanentes  ÷ Extensión total de kilómetros de vías  × 100
9381,"Média aritmética mensal  ( dos dias úteis )  dos congestionamentos, em km, nos horários de pico (manhã)  Média aritmética mensal (dos dias úteis) dos congestionamentos, em km, nos horários de pico (tarde)","Media aritmética mensual  (de los días hábiles)  de los congestionamientos, en km, en los horarios pico (mañana)  Media aritmética mensual (de los días hábiles) de los congestionamientos, en km, en los horarios pico (tarde)"
9383,Número de quilômetros de rede de corredores exclusivos de ônibus  ÷ Extensão total de quilômetros de vias  × 100,Número de kilómetros de red de corredores exclusivos de autobuses  ÷ Extensión total de kilómetros de vías  × 100
9385,Média diária dos deslocamentos por tipo de transporte ÷ Média diária dos deslocamentos total × 100,Media diaria de los traslados por tipo de transporte ÷ Media diaria de los traslados total × 100
9387,"Número total de internações de pessoas residentes, de 60 anos ou mais, por causas relacionadas a possível agressão  ÷ População com 60 anos ou mais  × 10000","Número total de internaciones de personas residentes, de 60 años o más, por causas relacionadas a una posible agresión ÷ Población de 60 años o más × 10000"
9389,Número total de crimes sexuais  ÷ População total  × 10000,Número total de delitos sexuales  ÷ Población total  × 10000
9391,Número de crimes violentos fatais  ÷ População total  × 10000,Número de delitos violentos fatales  ÷ Población total  × 10000
9393,Número de crimes violentos não fatais   ÷  População total   × 100000,Número de delitos violentos no fatales ÷  Población total   × 100000
9395,Número total de óbitos por homicídio  ÷ População total  × 10000,Número total de óbitos por homicidios  ÷ Población total  × 10000
9397,Número total de roubos no município  ÷ População total  × 10000,Número total de robos en el municipio  ÷ Población total  × 10000
9399,Indicadores Ocultos,Indicadores Ocultos
9403,remover da lista de ocultos,remover de la lista de ocultos
9405,Número total de óbitos de recém nascidos entre um mês e um ano de vida  ÷ Número total de nascidos vivos no município  × 1000,Número total de óbitos de recién nacidos entre un mes y un año de vida  ÷ Número total de nacidos vivos en el municipio  × 1000
9407,Número total de óbitos por todas as causas em homens residentes de 15 a 24 anos  ÷ População masculina na faixa etária de 15 a 24 anos  × 100,Número total de óbitos por todas las causas en hombres residentes de 15 a 24 años  ÷ Población masculina de 15 a 24 años  × 100
9409,"Número total de casos de roubo, extorsão mediante sequestro e roubo ÷ extorsão com restrição de liberdade da vítima /População total  × 100000","Número total de casos de robo, extorsión mediante secuestro y robo ÷ extorsión con restricción de libertad de la víctima /Población total  × 100000"
9411,Número total de domicílios com renda per capita até meio salário mínimo  ÷ Número de domicílios do município  × 100,Número total de domicilios con renta per cápita de hasta medio salario mínimo  ÷ Número de domicilios del municipio  × 100
9413,Número total de jovens de 16 a 24 anos empregados  ÷ População na faixa etária de 16 a 24 anos  × 100,Número total de jóvenes de 16 a 24 años empleados  ÷ Población de 16 a 24 años × 100
9415,Número total de pessoas feridas em acidentes de trânsito  ÷ População total  × 100000,Número total de personas heridas en accidentes de tránsito  ÷ Población total  × 100000
9417,Número total de óbitos de recém nascidos entre uma semana e um mês de vida  ÷ Número total de nascidos vivos no município  × 1000,Número total de óbitos de recién nacidos entre una semana y un mes de vida  ÷ Número total de nacidos vivos en el municipio  × 1000
9419,Número total de internações na rede pública por curetagem pós aborto em mulheres de 15 a 19 anos  ÷ População feminina na faixa etária de 15 a 19 anos  × 1000,Número total de internaciones en la red pública por raspado post aborto en mujeres de 15 a 19 años  ÷ Población femenina de 15 a 19 años × 1000
9421,Número total de domicílios com renda per capita até um quarto de salário mínimo  ÷ Número de domicílios do município  × 100,Número total de domicilios con renta per cápita de hasta un cuarto de salario mínimo  ÷ Número de domicilios del municipio  × 100
9423,Número total de óbitos de recém nascidos com menos de uma semana de vida  ÷ Número total de nascidos vivos no município  × 1000,Número total de óbitos de recién nacidos con menos de una semana de vida  ÷ Número total de nacidos vivos en el  municipio  × 1000
9425,Número total de óbitos por câncer de colo de útero  ÷ População feminina com 30 anos ou mais  × 100000,Número total de óbitos por cáncer de cuelo de útero  ÷ Población femenina de 30 años o más × 100000
9427,Número total de internações de crianças por doenças diarreicas agudas  ( DDA )  em crianças de 0 a 4 anos  ÷ População na faixa etária de 0 a 4 anos  × 1000,Número total de internaciones de niños por enfermedades diarreicas agudas (DDA)  en niños de 0 a 4 años ÷ Población de 0 a 4 años × 1000
9429,Número total de óbitos de fetos  ÷ Número total de nascidos vivos no município  × 1000,Número total de óbitos de fetos  ÷ Número total de nacidos vivos en el municipio  × 1000
9431,Número total de partos realizados com operação cesariana  ÷ Número total de partos realizados  × 1000,Número total de partos realizados con operación cesárea  ÷ Número total de partos realizados  × 1000
9433,Número total de crianças de 4 a 5 anos matriculadas em pré - escolas na rede pública e particular  ÷ População de crianças de 4 a 5 anos  × 100,Número total de niños de 4 a 5 años matriculadas en pre escuelas en la red pública y particular ÷ Población de niños de 4 a 5 años × 100
9435,Número total de domicílios sem coleta de lixo  ÷ Número de domicílios do município  × 100,Número total de domicilios sin recolección de basura  ÷ Número de domicilios del municipio  × 100
9437,Número total de adolescentes com 19 anos ou menos responsáveis pelo domicílio  ÷ Número de domicílios do município  × 100,Número total de adolescentes de 19 años o menos responsables por el domicilio  ÷ Número de domicilios del municipio  × 100
9473,"Nas preferências, você deve preencher os dados básicos do movimento – endereço, telefone, email etc. Não se esqueça de mudar a senha inicial do sistema e preencher o nome da pessoa que será responsável pelo cadastro/inclusão de dados.","En las preferencias, usted debe completar los datos básicos del movimiento – dirección, teléfono, e-mail, etc. No se olvide de cambiar la contraseña/ clave inicial del sistema y completar el nombre de la persona que será responsable por el registro/inclusión de datos."
9475,Logo(imagem)<br /><font size='1'>(altura máx: 80 pixels)</font>,Logo(imagen)<br /><font size='1'>(altura máx: 80 píxeles)</font>
9477,Imagem do<br />perfil da cidade<br /><font size='1'>(630x135 pixels)</font>,Imagen del<br />perfil de la ciudad<br /><font size='1'>(630x135 píxeles)</font>
9439,"Aparecerá na tela o cálculo (fórmula) que será feito com os dados que forem preenchidos, ou seja, o cálculo que será feito para compor aquele indicador e a periodicidade que você deverá atualiza-lo.<br /><br />Escolha o ano a que o dado se refere (exemplo: 2012) e clique em cadastrar.<br /><br />No cadastro você preencherá os dados necessários para compor o indicador: valor da variável, a fonte de onde vem o dado (Exemplo: Secretaria Municipal de Saúde), observações técnicas sobre o dado e uma meta estabelecida pelo seu município para o indicador.<br /><br />Após preencher os dados, clique em enviar.<br /><br />Essas informações aparecerão e na página dos indicadores do seu município. Se você por algum motivo não tem os dados necessários, clique em &quot;Não possuo os dados&quot;.<br /><br />Após o cadastro aparecerá para você uma tabela com os dados inseridos no sistema e o valor calculado do indicador. Você sempre preencherá dados do ano anterior ao vigente, portanto Você não poderá editar os dados. Caso necessite fazer a edição, preencha o formulário de fale conosco solicitando.","Aparecerá en la pantalla el cálculo (fórmula) que se hará con los datos que se completen, o sea, el cálculo que se hará para componer aquel indicador y la periodicidad con la que usted deberá actualizarlo.<br /><br />Elija el año al cual se refiere el dato (ejemplo: 2012) y clique en registrar.<br /><br />En el registro usted completará los datos necesarios para componer el indicador: valor de la variable, la fuente de donde proviene el dato (Ejemplo: Secretaría Municipal de Salud), observaciones técnicas sobre el dato y una meta establecida por su municipio para el indicador.<br /><br />Después de completar los datos, clique en enviar.<br /><br />Esas informaciones aparecerán y en la página de los indicadores de su municipio. Si usted, por algún motivo, no tiene los datos necesarios, clique en &quot;No poseo los datos&quot;.<br /><br />Tras el registro aparecerá para usted una tabla con los datos ingresados en el sistema y el valor calculado del indicador. Usted siempre completará datos del año anterior al vigente, por lo tanto usted no podrá editar los datos. En el caso de que necesite hacer la edición, complete el formulario de hable con nosotros para solicitarlo."
9441,Salvar,Guardar
9443,Ocultar esse indicador,Ocultar este indicador
9445,Nenhuma,Ninguna
9447,Anual,Anual
9449,Voltar,Volver
9451,Sub-Prefeituras/Distritos,Sub Alcaldías/Distritos
9453,Editar forma,Editar forma
9455,Apagar forma,Borrar forma
9457,Região selecionada,Región seleccionada
9459,Associar forma à região selecionada,Asociar la forma a la región seleccionada
9461,Atualizar Precisão,Actualizar Precisión
9463,Enviar outro arquivo,Enviar otro archivo
9465,"Quanto menor a escala de precisão, maior será o nível de detalhes e processamento necessário. Utilize uma precisão menor caso seu navegador apresente travamentos","Cuanto menor es la escala de precisión, mayor será el nivel de detalles y procesamiento necesario. Utilice una precisión menor en el caso de que su navegador se trabe"
9467,Customização - Menus,Customización - Menús
9469,Customização - Páginas,Customización - Páginas
9471,Customização - CSS,Customización - CSS
9587,Grupo de Indicadores,Grupo de Indicadores
9481,"As variáveis básicas são usadas na página principal de apresentação do movimento e na composição de indicadores. Para adicionar um novo valor, clique na figura do lápis.<br /><br />A partir daí será apresentado o nome da variável, um campo em branco para você informar o valor, a periodicidade com a qual você terá que preencher a variável, a data que você escolherá para aquele dado e uma descrição do que é a variável.<br /><br />Após preencher o valor da variável e o ano a que ela corresponde, clique em &quot;Adicionar&quot;.<br /><br />Após os dados serem preenchidos, será apresentado um quadro de série histórica.","Las variables básicas se usan en la página principal de presentación del movimiento y en la composición de indicadores. Para agregar un nuevo valor, clique en la figura del lápiz.<br /><br />A partir de allí se presentará el nombre de la variable, un campo en blanco para que usted informe el valor, la periodicidad con la que usted tendrá que completar la variable, la fecha que usted elegirá para ese dato y una descripción de qué es la  variable.<br /><br />Después de completar el valor de la variable y el año al que corresponde, clique en &quot;Agregar&quot;.<br /><br />Después que los datos estén completados, se presentará un cuadro de serie histórica."
9483,area_municipio,área_municipio
9485,renda_capita,renta_cápita
9487,expect_vida,expect_vida
9489,pib,pib
9491,pop_mulheres,pob_mujeres
9493,pop_urbana,pob_urbana
9495,pop_15_anos_mais,pob_15_años_más
9497,densidade_demo,densidad_demo
9499,pop_homens,pob_hombres
9501,pop_10_anos_ou_mais,pob_10_años_o_más
9503,part_eleitorado,part_electorado
9505,pop_4a17_anos,pob_4a17_años
9507,pop_ate_8_anos,pob_hasta_8_años
9509,pop_0a14_anos,pob_0 a14_años
9511,pop_0a4_anos,pob_0 a 4_años
9513,pop_7a14_anos,pob_7a14_años
9515,pop_25_anos_ou_mais,pob_25_años_o_más
9517,pop_mais_60_anos,pob_más_60_años
9519,pop_rural,pob_rural
9521,gini,gini
9523,orcamento_liq,presupuesto_liq
9525,pop_masc_15a29_anos,pob_masc_15a29_años
9527,total_func,total_func
9529,num_domicilios,num_domicilios
9531,pop_mul_20a59_anos,pob_muj_20a59_años
9533,pop_total,pob_total
9535,idh_municipal,idh_municipal
9537,editar,editar
14321," Estimular a fabricação, comercialização e uso de produtos mais eficientes, do ponto de vista energético, minimizando os impactos ambientais, e promover campanhas de educação cidadã para a redução do consumo e a eliminação do desperdício comercial, industrial, público e doméstico. ","Estimular la fabricación, comercialización y uso de productos más eficientes, desde el punto de vista energético, minimizando los impactos ambientales, y promover campañas de educación ciudadana para la reducción del consumo y la eliminación del desperdicio comercial, industrial, público y doméstico. "
14323,Reduzir este índice através de atividades de conscientização e educação ambiental.,Reducir este índice a través de actividades de concientización y educación ambiental.
14331,"Garantir publicação em formato aberto e atualizar constantemente todas as informações relativas aos espaços de participação que existem na cidade. Promover encontros periódicos com a participação efetiva do maior número possível de cidadãos. Convocar as reuniões, no mínimo, com uma semana de antecedência por meio de diferentes veículos de comunicação, buscando atingir o maior número possível de pessoas.","Garantizar la publicación en formato abierto y actualizar constantemente todas las informaciones relativas a los espacios de participación que existen en la ciudad. Promover encuentros periódicos con la  participación efectiva del mayor número posible de ciudadanos. Convocar a las reuniones, al menos, con una semana de antelación por medio de diferentes medios de comunicación, buscando llegar al mayor número posible de personas."
9583,detalhes,detalles
9585,mostrar,mostrar
14325,Espaços licitados como jornais e também é realizado um release e encaminhado a toda a imprensa para divulgação. inclusive no site institucional da Prefeitura Municipal,"Espacios licitados como diarios y también se realiza un release y encaminado a toda la prensa para su divulgación, inclusive en el sitio institucional de la Alcaldía Municipal"
14327,As reuniões são convocadas com um calendário mensal e agendadas anualmente,Las reuniones se convocan con un calendario mensual y se programan anualmente
9776,km,km
9737,Parâmetros - Países,Parámetros - Países
9741,Parâmetros - Estados,Parámetros - Estados
9745,Parâmetros - Cidades,Parámetros - Ciudades
